Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"22/03/2024","18 PARK DRIVE, THE PARK, CABINTEELY","Dublin","D18F9V2","�570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","18 THE DRIVE, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W","Dublin","D6WEK10","�820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","18 THOMOND HALL, BALLYMAHON, LONGFORD","Longford","N39CX48","�223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","19 Oakbrook, Castlelake, Carrigtwohill","Cork","T45DP38","�287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","19 THE MEWS, ROBSWALL, MALAHIDE","Dublin","K36A785","�771,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","196 CHAMBERS PARK, KILCOCK, KILDARE","Kildare","W23XV70","�340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2 ANNER RD, INCHICORE, DUBLIN 8","Dublin","D08T65N","�325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2 Birch Way, The Willows, Dunshaughlin","Meath","","�330,396.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","2 Hazel Hill, Hazel Brooke, Mallow","Cork","","�340,000.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","2 MODEL VILLAGE, DRIPSEY, CO CORK","Cork","P12VF82","�288,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2 Newtown View, Tramore","Waterford","X91A8NK","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","2 SHANRATH RD, KILKEE RD, KILDARE","Kildare","R14AE98","�315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2 SUMMERHILL, WATERFORD","Waterford","X91KP9V","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2 THE WEIR, MARKET POINT, MULLINGAR","Westmeath","N91A036","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","20 ARD NA GREINE, MILLTOWN, KERRY","Kerry","","�230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","20 RINGFORT CRESCENT, BALROTHERY, BALBRIGGAN","Dublin","K32WN60","�260,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","208 RICHMOND COURT, MOUNT KENNETT, LIMERICK","Limerick","V94YH64","�110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","20A KILCARRIG CRESCENT, FETTERCAIRN, TALLAGHT","Dublin","D24X9PT","�280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","21 MOUNTAIN VIEW POINT RD, DUNDALK, LOUTH","Louth","A91X7P1","�218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","21 WATERVILLE HALL, BLANCHARDSTOWN, DUBLIN 15","Dublin","D15AF83","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","22 LUTTRELLSTOWN WAY, CASTLEKNOCK, DUBLIN 15","Dublin","D15P2V3","�451,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","22 TULLINADALY ROAD, TUAM, CO GALWAY","Galway","H54RR88","�245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","23 NEWCASTLE RD, NEWCASTLE, GALWAY","Galway","","�580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","23 Stewarts Hall, Rathdrum","Wicklow","","�232,567.51","Yes","Yes","New Dwelling house /Apartment",""
"22/03/2024","235 THE ISLAND, MARTINS ROW, CHAPELIZOD DUBLIN 20","Dublin","D20F919","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","24 MARIAN SQ, FERMOY, CORK","Cork","P61R974","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","24 Rath More Green, Barrack Green, Kinsale","Cork","","�497,797.35","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","24 Stewarts Hall, Rathdrum","Wicklow","","�232,567.51","Yes","Yes","New Dwelling house /Apartment",""
"22/03/2024","25 ASHFIELD, BLACKWATER, CO WEXFORD","Wexford","Y21W294","�180,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","25 RIVER OAKS, KILCOLMAN, BALLAGHDEREEN","Roscommon","F45R867","�139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","26 GLEANN NA FHIA, GURTEENROE, MACROOM","Cork","P12NW89","�281,938.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","27 THE MALTHOUSE, MAIN ST, CASTLEBELLINGHAM","Louth","A91HK35","�140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","28 Elmeley, Bettystown, Co. Meath","Meath","","�352,422.90","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","28 GREENHILLS, KNOCKCROGHERY, ROSCOMMON","Roscommon","F42YD34","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","29 STATIONCOURT VIEW, COOLMINE, CLONSILLA DUBLIN 15","Dublin","D15K123","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","2B RATHBORNE WAY, RATHBORNE, DUBLIN 15","Dublin","D15RDN4","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","3 Newton Place, Boherboy Road, Mayfield","Cork","","�206,352.42","Yes","Yes","New Dwelling house /Apartment",""
"22/03/2024","3 Newtown View, Tramore","Waterford","X91H2VR","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","3 PARNELL SQ, ATHLONE, WESTMEATH","Westmeath","N37C2D7","�142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","3 PHOENIX VIEW, CHAPELIZOD, DUBLIN 20","Dublin","D20E125","�225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","3 THE FERNS, BLACKROCK, DUNDALK","Louth","A91E2N3","�490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","3 WESTERN RD, CORK CITY, CORK","Cork","T12XDR9","�545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","30 DRIMNAGH RD, DRIMNAGH, DUBLIN 12","Dublin","D12A3H2","�384,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","301 CUBES 2, BEACON SOUTH QUARTER, SANDYFORD","Dublin","D18W652","�267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","31 D�n Riabhach Park, Castle Street, Ashbourne","Meath","","�440,484.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","32 ALDEN PARK, SUTTON, DUBLIN 13","Dublin","D13R889","�555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","32 ARDEEVAN, ARDNACASSA, LONGFORD","Longford","N39V3W5","�171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","33 DUBLIN ST, BLACKPOOL, CORK","Cork","T23A2C4","�170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","33 HAZEL RD, TOGHER, CORK","Cork","T12R2A0","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","34 KINAHAN ST, INFIRMARY RD, DUBLIN 7","Dublin","D07AV84","�224,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","34 Mariners Drive, Mariners Way, Rush","Dublin","","�418,502.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","35 HAYFIELD, STRAFFAN ROAD, MAYNOOTH","Kildare","W23E278","�530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","35 WATERS EDGE, KNOCKATEEMORE, DUNGARVAN","Waterford","X35A402","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","36 ASPEN RD, KINSEALY COURT, SWORDS","Dublin","K67N970","�490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","36 CARRAIG CLUAIN, TULLAMORE, OFFALY","Offaly","R35H9Y1","�245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","36 HAMPTON PARK, ST HELENS WOOD, BOOTERSTOWN","Dublin","A94AH02","�1,580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","37 ARNOLD GROVE, GLEANN NA GCAORACH, CONTAE BAILE ATHA CLIATH","Dublin","A96A2T3","�860,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","38 ELM PARK, TRAMORE, WATERFORD","Waterford","X91WV56","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","38 GARAVOGUE VILLAS, SLIGO, SLIGO","Sligo","F91HY4D","�135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","38 THE PLAZA, BALLYMUN, DUBLIN 9","Dublin","D09TD39","�205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","38 WHITETHORN RISE, ARTANE, DUBLIN 5","Dublin","D05C5F2","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","39 DUN NA RI, GORT, GALWAY","Galway","H91Y4D7","�145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","39 GLENCONNOR, CLONMEL, TIPPERARY","Tipperary","E91WC89","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 GLENLEE COTTAGES, GLENLEE, KILLYBEGS","Donegal","F94NT97","�110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 GLENVIEW HEIGHTS, KILLYGOAN, MONAGHAN","Monaghan","H18TC66","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 LANDORE, ORWELL RD, DUBLIN 6","Dublin","D14YR86","�920,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 Newtown View, Tramore","Waterford","X91CK2R","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","4 OAK DRIVE, BEAUFORT PLACE, NAVAN","Meath","C15RKP3","�324,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 PRICES PLACE, RANELAGH, DUBLIN 6","Dublin","D06KW95","�1,340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","4 Radharc Doire, Smithstown, Shannon","Clare","","�286,343.61","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","40 KNOCKTORNAGH, CASTLEBLAYNEY, MONAGHAN","Monaghan","A75D281","�200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","40 Mariners Drive, Mariners Way, Rush","Dublin","","�414,096.92","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","40 SLIABH RIOGA, LETTERAGH RD, GALWAY","Galway","H91D875","�220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","40 WOODFORD COURT, CLONDALKIN, DUBLIN 22","Dublin","D22WR84","�345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","42 ARRANMORE 13 17 PEMBROKE RD, DUBLIN 4, DUBLIN","Dublin","D04X272","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","43 ANNSFIELD WOODS, BAYLOUGH, ATHLONE","Westmeath","N37KW68","�252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","43 RED ARCHES DR, THE COAST, BALDOYLE DUBLIN 13","Dublin","D13XV66","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","43 THE GLEN, KILNACOURT WOODS, PORTARLINGTON","Laois","R32N8N0","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","44 ARDNAGLUG, CARTRONTROY, ATHLONE","Westmeath","N37T0X3","�370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","45 BEECHPARK WEST, ATHLONE, COUNTY WESTMEATH","Westmeath","N37V2A3","�225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","45 JOHNS WOOD DR, ASHBOURNE, MEATH","Meath","A84Y744","�416,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","46 GREENOAKS, FERRYBANK, KILKENNY","Kilkenny","X91Y89K","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","46 HIGHFIELD COURT, BOLLARNEY, WICKLOW TOWN","Wicklow","A67VH21","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","47 Castle Park, Killycard, Castleblayney","Monaghan","","�277,533.04","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","47 DUBLIN ROAD, RENMORE, GALWAY","Galway","","�920,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","47 SPENCER COURT, CASTLEBAR, MAYO","Mayo","","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","48 ELM MOUNT PARK, BEAUMONT, DUBLIN 9","Dublin","D09C8K6","�150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","5 CARTRON HEIGHTS, SLIGO, SLIGO","Sligo","F91PY9E","�210,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","5 MAGINN AVE, BUNCRANA, DONEGAL","Donegal","F93X6D0","�152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","5 Newtown View, Tramore","Waterford","X91YC6E","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","5 SEABURY GLEN, MALAHIDE, DUBLIN","Dublin","K36F991","�806,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","5 THE AVENUE, AIRFIELD, GRANGES RD","Kilkenny","R95YX81","�245,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","5 The Willows, Togher Beg, Roundwood","Wicklow","","�524,229.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","5 WESTWAY VIEW, BLANCHARDSTOWN, DUBLIN 15","Dublin","D15A59X","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","501 THE EDGES 1, BEACON SOUTH QUARTER, BLACKTHORN RD DUBLIN 18","Dublin","D18AT81","�311,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","51 WYNBERG PARK, BLACKROCK, CO DUBLIN","Dublin","A94D9Y1","�960,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","52 BELMAYNE PARK SOUTH, BELMAYNE, MALAHIDE RD","Dublin","D13DC78","�485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","53 COPPER BEECH VIEW, WHITEPARK, ROSCREA","Tipperary","E53FY26","�70,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","54 PREMIER SQ, FINGLAS RD, DUBLIN 11","Dublin","D11KP71","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","56 Glendarrragh, Newtownmountkennedy","Wicklow","","�405,286.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","56 LILYS WAY, ONGAR, DUBLIN 15","Dublin","D15A2N1","�331,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","57 LONGWOOD PARK, GRANGE RD, RATHFARNHAM DUBLIN 14","Dublin","D14E2F6","�570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","58 PROSPECT AVE, GLASNEVIN, DUBLIN 9","Dublin","D09N9X0","�585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","59  60  61  62, Silver Birches, Stonepark","Longford","","�1,240,000.00","Yes","Yes","New Dwelling house /Apartment",""
"22/03/2024","6 BRIOT DR, TEMPLARS HALL, KILBARRY","Waterford","X91KPP4","�225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","6 CRANN ARD, FETHARD RD, CLONMEL","Tipperary","E91D2R1","�220,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","6 Newtown View, Tramore","Waterford","X91A97P","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","6 THE COURT, WALSHESTOWN PARK, NEWBRIDGE","Kildare","W12EA46","�435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","61 RATHBORNE AVE, EARLSWOOD, ASHTOWN DUBLIN 15","Dublin","D15W309","�315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","62 CHANEL ROAD, ARTANE, DUBLIN 5","Dublin","D05K3T7","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","627 HOWTH RD, RAHENY, DUBLIN 5","Dublin","D05HY98","�1,640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","65 BALLYMONEEN, CAPPAHARD, TULLA RD","Clare","V95CF1P","�10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","65 BALLYMONEEN, CAPPAHARD, TULLA RD","Clare","V95CF1P","�200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","67 SUIL NA HABHAINN MILL RD, CORBALLY, LIMERICK","Limerick","V94HNR2","�155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","67 THE AVENUE, GARRANE DARRA, WILTON","Cork","T12E044","�249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","68 AIRPARK AVE, STOCKING LANE, RATHFARNHAM DUBLIN 16","Dublin","D16EP84","�510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","69 THE ROCK, MIDLETON, CO CORK","Cork","P25XR12","�332,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","7 CRESTFIELD DRIVE, WHITEHALL, DUBLIN 9","Dublin","D09Y263","�452,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","7 Newtown View, Tramore","Waterford","X91YKA0","�224,770.30","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","7 RATHEALY HEIGHTS, PIKE RD, FERMOY","Cork","P61CD45","�320,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","7 TORC TERRACE, KILLARNEY","Kerry","V93H28V","�81,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","71 LOWER MICHAEL ST, NEW ROSS, CO WEXFORD","Wexford","Y34FY92","�165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","73 MONALIN, WICKLOW HILLS, NEWTOWNMOUNTKENNEDY","Wicklow","A63T291","�495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","73 MOUNT ANDREW COURT, LUCAN, DUBLIN","Dublin","K78WV80","�287,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","74 farranshock park, rathgowan, mullingar","Westmeath","","�285,000.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","74 THE BRIARS, ASHBOURNE, MEATH","Meath","A84WN52","�345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","78 Cooline Drive, Ballyvoloon, Cobh","Cork","","�307,488.99","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","79 Cooline Drive, Ballyvoloon, Cobh","Cork","","�281,057.27","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","8 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15","Dublin","D15C3H6","�475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","8 CLONMORE, LISRONAGH, CLONMEL","Tipperary","E91H6V2","�66,443.28","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","8 DEERHAVEN VIEW, CLONEE, DUBLIN 15","Dublin","D15H9T0","�388,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","8 Port na Rinne, Ringaskiddy","Cork","","�290,748.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","8 SORREL PLACE, SORREL WOOD, BLESSINGTON","Wicklow","W91HC8H","�413,104.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","80 Cooline Drive, Ballyvoloon, Cobh","Cork","","�308,370.04","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","81 Ashwood Walk, Summerhill Lane, Portlaoise","Laois","","�339,200.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","81 LEINSTER ST, ATHY, KILDARE","Kildare","R14E934","�185,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","82 Newtown Meadows, Castletroy, Co Limerick","Limerick","","�392,070.48","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","82 NORTH MAIN STREET, BANDON, COUNTY CORK","Cork","P72T971","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","83 Newtown Meadows, Castletroy, Co Limerick","Limerick","","�392,070.48","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","85 ABBEYVALE, CORBALLY, LIMERICK","Limerick","V94R86P","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","85 TIVOLI WOODS, TIVOLI, CORK","Cork","T23XR58","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","9 BROWNS QUAY, THOMONDGATE, LIMERICK","Limerick","V94CFP6","�206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","9 Hawthorn Way, Kilcarbery Grange, Dublin 22","Dublin","","�356,828.19","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","9 THE STABLE YARD, OLDTOWN DEMESNE, NAAS","Kildare","W91D6YV","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","93 Wilmount View, Moynalty Road, Kells","Meath","","�321,585.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","95 ARD NA MARA, MALAHIDE, DUBLIN","Dublin","K36X789","�985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","95 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15","Dublin","D15EY48","�336,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","97 FIVE OAKS VILLAGTE, DUBLIN ROAD, DROGHEDA","Meath","A92DW7C","�415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","98 BALLYTRUCKE RD, WATERFORD, WATERFORD","Waterford","X91P7XF","�50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","99 Forgelands, Old Forge Road, Enniscorthy","Wexford","","�223,577.23","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","AINE, MODEL VILLAGE, TOWER","Cork","","�495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APARTMENT 1, C/O ARLINGTON DRY CLEANERS, MAIN STREET","Laois","R32D39N","�147,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","Apartment 262  Block 3, The Alder  Trimblestown, Goatstown Road","Dublin","","�497,797.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","APPARTMENT 26 RIVERVIEW, FORBES QUAY, DUBLIN 2","Dublin","D02XP38","�500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 1    THE PAVILLION, CENTRAL PARK, CARRICK ON SHANNON","Leitrim","N41WF97","�185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 15 THE MULBERRY, RIVER VILLAGE MONKSLAND, ATHLONE","Westmeath","N37WP79","�198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 175 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM","Dublin","D16WH45","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 18, THE MOORINGS, FITZWILLIAM QUAY DUBLIN 4","Dublin","D04FR60","�370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 1, WINDSOR MEWS, REAR 16 LOWER FAIRVIEW AVE","Dublin","","�1,700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 28, ALEN HALL, BELGARD SQ WEST DUBLIN 24","Dublin","D24XKF3","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT 7, CASTLEMILL, BALBRIGGAN","Dublin","K32D230","�184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","APT J7, CLONMULLEN HALL, EDENDERRY","Offaly","R45DX06","�179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ARDNAGEEHA, CHARLEVILLE, CORK","Cork","P56XF24","�197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","BALLINGLANNA, CLONAKILTY, CORK","Cork","P85FH72","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","BALLYROE, KILCONLY, TUAM","Galway","H54HD28","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","BARR RD, ROSSINVER, LEITRIM","Leitrim","F91XF96","�206,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","BERT LODGE, ATHY, KILDARE","Kildare","R14CX77","�330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","BREFFNI LODGE, DEERPARK, CARLANSTOWN","Meath","","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CARAGH, MILLTOWN LANE, RATHNEW","Wicklow","A67AD79","�475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CARRICKARNAN, DUNDALK, CO LOUTH","Louth","A91X089","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CARROWNISKEY, LOUISBURGH, MAYO","Mayo","F28VX47","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CLONFERT AVENUE, PORTUMNA, CO GALWAY","Galway","H53NX96","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CLOONCASHELBEG, MOUNTCASHEL, KILROOSKEY","Roscommon","F42A293","�505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CORAH, BALLYCARNEY, FERNS","Wexford","Y21N9F8","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CORNACARTHA, CORRIGEENROE, BOYLE","Roscommon","F52PK26","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CORNANEANE, MANORHAMILTON, LEITRIM","Leitrim","","�187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","COVE COTTAGE, NEWTOWN LANE, TRAMORE","Waterford","X91P2D3","�535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","CUHIG, LAURAGH, KILLARNEY","Kerry","","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","DARCYSTOWN BALBRIGGAN, BALBRIGGAN, DUBLIN","Dublin","","�545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ENNISKEEN HOUSE, KISHIKIRK, BALLYSIMON","Limerick","V94EP2X","�340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","FARRANYHARPY, SKREEN, SLIGO","Sligo","","�240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","FERRY HOUSE, CASTLEPARK, KINSALE","Cork","P17H027","�950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
